city,timestamp,temperature,season
New York,2010-01-01,-4.463919150961343,winter
New York,2010-01-02,-2.3215552721949764,winter
New York,2010-01-03,-2.1145954153144557,winter
New York,2010-01-04,-11.339500870103716,winter
New York,2010-01-05,8.814275134245113,winter
New York,2010-01-06,8.763670361140788,winter
New York,2010-01-07,-2.963745648992215,winter
New York,2010-01-08,-1.189678712481384,winter
New York,2010-01-09,1.0668417928010694,winter
New York,2010-01-10,5.128433980003145,winter
New York,2010-01-11,7.835273928194479,winter
New York,2010-01-12,1.603325543625681,winter
New York,2010-01-13,-1.0804983803311572,winter
New York,2010-01-14,-3.820216392767206,winter
New York,2010-01-15,-0.45154129466075305,winter
New York,2010-01-16,-1.421848440239977,winter
New York,2010-01-17,-0.739030609752186,winter
New York,2010-01-18,4.935564744520247,winter
New York,2010-01-19,-1.924228053766246,winter
New York,2010-01-20,0.6464725620014055,winter
New York,2010-01-21,1.122557784064148,winter
New York,2010-01-22,-9.57951435180034,winter
New York,2010-01-23,13.316936491505015,winter
New York,2010-01-24,-1.6801441666016572,winter
New York,2010-01-25,4.341901215510651,winter
New York,2010-01-26,-0.8531769333672341,winter
New York,2010-01-27,0.007753497461471478,winter
New York,2010-01-28,0.5948014318316409,winter
New York,2010-01-29,5.970353797976635,winter
New York,2010-01-30,-2.4134037630459213,winter
New York,2010-01-31,1.487746384147347,winter
New York,2010-02-01,10.069308915001345,winter
New York,2010-02-02,-3.3680317083264506,winter
New York,2010-02-03,7.200371772337268,winter
New York,2010-02-04,0.656351876049841,winter
New York,2010-02-05,-2.710910912084445,winter
New York,2010-02-06,2.290722038128231,winter
New York,2010-02-07,-3.3407921622539094,winter
New York,2010-02-08,4.895763814377869,winter
New York,2010-02-09,9.393381512096584,winter
New York,2010-02-10,-6.709911938009892,winter
New York,2010-02-11,1.5535713263673951,winter
New York,2010-02-12,2.646027359394668,winter
New York,2010-02-13,1.997549392324882,winter
New York,2010-02-14,-7.287500777585891,winter
New York,2010-02-15,3.0101481641783674,winter
New York,2010-02-16,-1.5488979761708055,winter
New York,2010-02-17,-2.5556093153694075,winter
New York,2010-02-18,-1.2044985419154361,winter
New York,2010-02-19,-3.5772739943793237,winter
New York,2010-02-20,5.617820980362303,winter
New York,2010-02-21,-1.537314003301702,winter
New York,2010-02-22,-0.9505602740954096,winter
New York,2010-02-23,1.8118999278022638,winter
New York,2010-02-24,-11.21911409486859,winter
New York,2010-02-25,-7.622043371288325,winter
New York,2010-02-26,-0.5900436687795494,winter
New York,2010-02-27,-1.573849701320702,winter
New York,2010-02-28,5.198418047950103,winter
New York,2010-03-01,5.836177794088233,spring
New York,2010-03-02,11.039804495166509,spring
New York,2010-03-03,5.487779682844619,spring
New York,2010-03-04,2.9627077040249317,spring
New York,2010-03-05,8.955904181426767,spring
New York,2010-03-06,14.990756927595848,spring
New York,2010-03-07,8.800844335009968,spring
New York,2010-03-08,5.916444720129538,spring
New York,2010-03-09,10.066639031864392,spring
New York,2010-03-10,4.511419460357555,spring
New York,2010-03-11,2.4820806359662004,spring
New York,2010-03-12,13.477684861594238,spring
New York,2010-03-13,11.786318569421429,spring
New York,2010-03-14,8.92478776992539,spring
New York,2010-03-15,14.866128399162369,spring
New York,2010-03-16,13.397392135633538,spring
New York,2010-03-17,10.266090364622197,spring
New York,2010-03-18,9.212221613592234,spring
New York,2010-03-19,8.328135620488403,spring
New York,2010-03-20,8.822428299661507,spring
New York,2010-03-21,2.2270303505773126,spring
New York,2010-03-22,6.302581820408149,spring
New York,2010-03-23,10.442536295902743,spring
New York,2010-03-24,10.65646414210404,spring
New York,2010-03-25,-0.8578698396533468,spring
New York,2010-03-26,9.485836861421644,spring
New York,2010-03-27,17.6535290912076,spring
New York,2010-03-28,14.305716809685778,spring
New York,2010-03-29,8.126656175826882,spring
New York,2010-03-30,17.30800763439444,spring
New York,2010-03-31,14.670513392064784,spring
New York,2010-04-01,4.441212495630293,spring
New York,2010-04-02,17.59883583298293,spring
New York,2010-04-03,12.83176088092516,spring
New York,2010-04-04,6.432543453497384,spring
New York,2010-04-05,18.72105213573769,spring
New York,2010-04-06,8.68056662776579,spring
New York,2010-04-07,8.252768919291626,spring
New York,2010-04-08,7.013851714548769,spring
New York,2010-04-09,5.219666852595256,spring
New York,2010-04-10,6.719357290906438,spring
New York,2010-04-11,11.675388235101561,spring
New York,2010-04-12,17.6755065111422,spring
New York,2010-04-13,2.1474468835423166,spring
New York,2010-04-14,14.528264172405686,spring
New York,2010-04-15,7.413382304227885,spring
New York,2010-04-16,3.557894487315031,spring
New York,2010-04-17,12.06551694426024,spring
New York,2010-04-18,15.129370016602271,spring
New York,2010-04-19,6.354378756910567,spring
New York,2010-04-20,11.452561034768388,spring
New York,2010-04-21,18.072772656380014,spring
New York,2010-04-22,14.268349092219177,spring
New York,2010-04-23,-2.1465675490460945,spring
New York,2010-04-24,13.511989241229161,spring
New York,2010-04-25,-0.5380486941950791,spring
New York,2010-04-26,6.434968079797302,spring
New York,2010-04-27,17.0212723346946,spring
New York,2010-04-28,20.7771018567421,spring
New York,2010-04-29,16.9586012964707,spring
New York,2010-04-30,7.064918295747352,spring
New York,2010-05-01,7.287299588864283,spring
New York,2010-05-02,13.009102029728679,spring
New York,2010-05-03,10.506631309429055,spring
New York,2010-05-04,3.449191547051942,spring
New York,2010-05-05,10.140401547706757,spring
New York,2010-05-06,14.72675832848553,spring
New York,2010-05-07,15.019096461937018,spring
New York,2010-05-08,10.421962223256887,spring
New York,2010-05-09,8.13808958694916,spring
New York,2010-05-10,6.114682962886853,spring
New York,2010-05-11,12.444732884293941,spring
New York,2010-05-12,8.89228785848542,spring
New York,2010-05-13,9.906536776191292,spring
New York,2010-05-14,10.200774565804759,spring
New York,2010-05-15,8.432449659372894,spring
New York,2010-05-16,11.197578461617143,spring
New York,2010-05-17,5.902508799858221,spring
New York,2010-05-18,9.245467671084304,spring
New York,2010-05-19,17.97199284984652,spring
New York,2010-05-20,9.067661261834438,spring
New York,2010-05-21,5.198208929259328,spring
New York,2010-05-22,9.618108740248717,spring
New York,2010-05-23,0.36284751233577217,spring
New York,2010-05-24,20.596067794209148,spring
New York,2010-05-25,2.878044940946821,spring
New York,2010-05-26,9.737763473901321,spring
New York,2010-05-27,20.097988687847195,spring
New York,2010-05-28,6.615505316666588,spring
New York,2010-05-29,16.84810408989966,spring
New York,2010-05-30,15.78767956510617,spring
New York,2010-05-31,17.71840086307379,spring
New York,2010-06-01,19.648492309738828,summer
New York,2010-06-02,23.625083001023274,summer
New York,2010-06-03,30.819459028983697,summer
New York,2010-06-04,13.303626890337386,summer
New York,2010-06-05,28.805884414955276,summer
New York,2010-06-06,25.875616373499174,summer
New York,2010-06-07,30.927597148143445,summer
New York,2010-06-08,14.332535479273558,summer
New York,2010-06-09,30.148718983808003,summer
New York,2010-06-10,24.766709302275494,summer
New York,2010-06-11,14.938553698425434,summer
New York,2010-06-12,32.820971848627494,summer
New York,2010-06-13,19.745410980236283,summer
New York,2010-06-14,20.374957032188135,summer
New York,2010-06-15,20.46966259156005,summer
New York,2010-06-16,14.430315913205947,summer
New York,2010-06-17,26.9107835002466,summer
New York,2010-06-18,20.618531036832433,summer
New York,2010-06-19,28.157008854576297,summer
New York,2010-06-20,22.682932353067503,summer
New York,2010-06-21,28.080087752056226,summer
New York,2010-06-22,25.565333071152445,summer
New York,2010-06-23,17.541614917480683,summer
New York,2010-06-24,27.744687014660467,summer
New York,2010-06-25,28.568730544786764,summer
New York,2010-06-26,33.877221700579376,summer
New York,2010-06-27,28.429068285313246,summer
New York,2010-06-28,30.561542111936625,summer
New York,2010-06-29,29.304344071906087,summer
New York,2010-06-30,25.852095335666178,summer
New York,2010-07-01,25.7595011810678,summer
New York,2010-07-02,16.5036382600248,summer
New York,2010-07-03,19.26664062178454,summer
New York,2010-07-04,32.15385772690497,summer
New York,2010-07-05,27.37060584980372,summer
New York,2010-07-06,26.752845623764973,summer
New York,2010-07-07,23.748242684640864,summer
New York,2010-07-08,32.27575895647755,summer
New York,2010-07-09,27.236244273152177,summer
New York,2010-07-10,24.28528858666738,summer
New York,2010-07-11,24.41134662015829,summer
New York,2010-07-12,20.599384916806063,summer
New York,2010-07-13,35.80717770117916,summer
New York,2010-07-14,28.937112985066296,summer
New York,2010-07-15,11.95522805192767,summer
New York,2010-07-16,23.270765866686524,summer
New York,2010-07-17,32.36611382769482,summer
New York,2010-07-18,30.25070326331364,summer
New York,2010-07-19,18.47101982314442,summer
New York,2010-07-20,25.977494366744388,summer
New York,2010-07-21,23.08704884607961,summer
New York,2010-07-22,30.973624163187303,summer
New York,2010-07-23,25.1577131791231,summer
New York,2010-07-24,14.50265380151021,summer
New York,2010-07-25,20.883651166600213,summer
New York,2010-07-26,18.46882305384681,summer
New York,2010-07-27,13.653082136280915,summer
New York,2010-07-28,24.334303221093872,summer
New York,2010-07-29,20.212077962156744,summer
New York,2010-07-30,32.28677709691195,summer
New York,2010-07-31,25.32908761209748,summer
New York,2010-08-01,27.184590864581228,summer
New York,2010-08-02,27.803932929083956,summer
New York,2010-08-03,23.432993399454087,summer
New York,2010-08-04,17.23618348535421,summer
New York,2010-08-05,20.35318448125511,summer
New York,2010-08-06,20.734437640631786,summer
New York,2010-08-07,23.16982928524367,summer
New York,2010-08-08,27.774218859213125,summer
New York,2010-08-09,26.32707980059757,summer
New York,2010-08-10,15.604386465193652,summer
New York,2010-08-11,28.038798595954194,summer
New York,2010-08-12,16.361677864654094,summer
New York,2010-08-13,22.06144670920431,summer
New York,2010-08-14,30.761457875830203,summer
New York,2010-08-15,27.74403806399976,summer
New York,2010-08-16,30.306888247532388,summer
New York,2010-08-17,22.224449680361996,summer
New York,2010-08-18,27.50310203576637,summer
New York,2010-08-19,27.649986845121493,summer
New York,2010-08-20,31.056281089639594,summer
New York,2010-08-21,29.833338865961338,summer
New York,2010-08-22,34.46324003149581,summer
New York,2010-08-23,24.33516432371518,summer
New York,2010-08-24,25.617117148012102,summer
New York,2010-08-25,19.407010804549856,summer
